                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.017,                 2.3079,                 1.6406,                0.34586,                0.50313,                 0.3429,                0.13917,                 2.1244,                 2.6014,                 2.1112,             0.00066077,             0.00066077,             0.00066077
