TIME,MODE,SPEED,VALUE,TEMPERATURE,HUMIDITY
11:19:51,LCD,1,1,29,98
11:19:52,LCD,1,19,29,98
11:19:53,LCD,1,1,29,98
11:19:54,LCD,1,1,29,98
11:19:55,LCD,1,1,29,98
11:19:56,LCD,1,1,29,98
11:19:57,LCD,1,1,29,98
11:19:58,LCD,1,1,29,98
11:19:59,LCD,1,1,29,98
11:20:00,LCD,1,1,29,98
11:20:01,LCD,1,1,29,98
11:20:02,LCD,1,1,29,98
11:20:04,LCD,1,1,29,98
11:20:05,LCD,1,1,29,98
11:20:06,LCD,1,1,29,98
11:20:07,LCD,1,1,29,98
11:20:08,LCD,1,1,29,98
11:20:09,LCD,1,1,29,98
11:20:10,LCD,1,1,29,98
11:20:11,LCD,1,1,29,98
11:20:12,LCD,1,1,29,98
11:20:13,LCD,1,1,29,98
11:20:14,LCD,1,1,29,98
11:20:15,LCD,1,1,29,98
11:20:16,LCD,1,1,29,98
11:20:18,LCD,1,1,29,98
11:20:19,LCD,1,1,29,98
11:20:20,LCD,1,1,29,98
11:20:32,LCD,0.1,12,29,98
11:20:32,LCD,0.1,12,29,98
11:20:32,LCD,0.1,2,29,98
11:20:33,LCD,0.1,12,29,98
11:20:33,LCD,0.1,12,29,98
11:20:33,LCD,0.1,12,29,98
11:20:33,LCD,0.1,2,29,98
11:20:33,LCD,0.1,2,29,98
11:20:34,LCD,0.1,2,29,98
11:20:34,LCD,0.1,12,29,98
11:20:34,LCD,0.1,2,29,98
11:20:34,LCD,0.1,12,29,98
11:20:34,LCD,0.1,2,29,98
11:20:34,LCD,0.1,2,29,98
11:20:35,LCD,0.1,2,29,98
11:20:35,LCD,0.1,2,29,98
11:20:35,LCD,0.1,12,29,98
11:20:35,LCD,0.1,2,29,98
11:20:35,LCD,0.1,2,29,98
11:20:36,LCD,0.1,2,29,98
11:20:36,LCD,0.1,12,29,98
11:20:36,LCD,0.1,2,29,98
11:20:36,LCD,0.1,12,29,98
11:20:36,LCD,0.1,12,29,98
11:20:36,LCD,0.1,12,29,98
11:20:37,LCD,0.1,2,29,98
11:20:37,LCD,0.1,12,29,98
11:20:37,LCD,0.1,12,29,98
11:20:44,LED,0.1,89,29,98
11:20:44,LED,0.1,65,29,98
11:20:44,LED,0.1,1,29,98
11:20:45,LED,0.1,998,29,98
11:20:45,LED,0.1,88,29,98
11:20:45,LED,0.1,8888,29,98
11:20:45,LED,0.1,8888,29,98
11:20:45,LED,0.1,8888,29,98
11:20:45,LED,0.1,898,29,98
11:20:45,LED,0.1,5,29,98
11:20:45,LED,0.1,8599,29,98
11:20:45,LED,0.1,5292,29,98
11:20:45,LED,0.1,8663,29,98
11:20:46,LED,0.1,4716,29,98
11:20:46,LED,0.1,849,29,98
11:20:46,LED,0.1,4284,29,98
11:20:46,LED,0.1,6,29,98
11:20:46,LED,0.1,444,29,98
11:23:57,LCD,1,1,30,98
11:23:59,LCD,1,1,30,98
11:24:00,LCD,1,1,30,98
11:24:01,LCD,1,1,30,98
11:24:02,LCD,1,12,30,98
11:24:03,LCD,1,2,30,98
11:24:05,LCD,1,2,30,98
11:24:08,LCD,1,1,30,98
11:24:11,LCD,1,1,30,98
11:24:12,LCD,1,1,30,98
11:24:14,LCD,1,1,30,98
11:24:15,LCD,1,1,30,98
11:24:16,LCD,1,1,30,98
11:24:17,LCD,1,1,30,98
11:24:18,LCD,1,1,30,98
11:24:30,LCD,1,1,30,98
14:13:00,LCD,1,4,29,91
14:13:01,LCD,1,4,29,91
14:13:02,LCD,1,4,29,91
14:13:03,LCD,1,4,29,91
14:13:04,LCD,1,4,29,91
14:13:05,LCD,1,4,29,91
14:13:06,LCD,1,4,29,91
14:13:07,LCD,1,4,29,91
14:13:09,LCD,1,4,29,91
14:13:10,LCD,1,4,29,91
14:13:11,LCD,1,4,29,91
14:13:12,LCD,1,4,29,91
14:13:13,LCD,1,4,29,91
14:13:14,LCD,1,4,29,91
14:13:15,LCD,1,4,29,91
14:13:16,LCD,1,4,29,91
14:13:31,LCD,1,4,29,91
14:13:32,LCD,1,4,29,91
14:13:33,LCD,1,4,29,91
14:21:06,LCD,1,74,29,92
14:21:10,LCD,1,4,29,92
14:21:17,LCD,1,5290,29,92
14:21:18,LCD,1,776,29,92
14:21:19,LCD,1,6530,29,92
14:21:21,LCD,1,7424,29,92
14:21:22,LCD,1,6726,29,92
14:21:23,LCD,1,6486,29,92
14:21:24,LCD,1,6254,29,92
14:21:25,LCD,1,5463,29,92
14:21:26,LCD,1,5889,29,92
14:21:27,LCD,1,9727,29,92
14:21:28,LCD,1,2868,29,92
14:21:29,LCD,1,5048,29,92
14:21:30,LCD,1,7570,29,92
