TIME,MODE,SPEED,TEMPERATURE,HUMIDITY,PREDICTED VALUE,REAL VALUE
11:59:53,LCD,1,...,...,5280,68
11:59:53,LCD,1,...,...,581,679
11:59:53,LCD,1,...,...,581,8828
11:59:53,LCD,1,...,...,581,8075
11:59:53,LCD,1,...,...,581,1373
11:59:53,LCD,1,...,...,581,6115
11:59:53,LCD,1,...,...,581,9809
11:59:53,LCD,1,...,...,581,24
11:59:53,LCD,1,...,...,581,1539
11:59:54,LCD,1,...,...,1587,8831
12:03:33,LCD,1,31,95,581,5280
12:03:34,LCD,1,31,95,581,1978
12:03:34,LCD,1,31,95,581,581
12:03:35,LCD,1,31,95,4448,4448
12:03:36,LCD,1,31,95,2260,2260
12:03:37,LCD,1,31,95,1724,1724
12:03:38,LCD,1,31,95,9654,9654
12:03:39,LCD,1,31,95,9965,9965
12:03:40,LCD,1,31,95,1847,1847
12:03:41,LCD,1,31,95,760,760
12:03:42,LCD,1,31,95,1786,1786
12:03:43,LCD,1,31,95,4188,4188
12:03:44,LCD,0.5,31,95,2021,2021
12:03:45,LCD,0.5,31,95,3199,3199
12:03:45,LCD,0.5,31,95,2223,2223
12:03:46,LCD,0.5,31,95,7247,7247
12:03:47,LCD,0.5,31,95,4495,4495
12:03:47,LCD,0.5,31,95,1214,1214
12:03:48,LCD,0.5,31,95,3997,3997
12:03:48,LCD,0.5,31,95,5608,5608
12:03:49,LCD,0.5,31,95,3632,3632
12:03:49,LCD,0.5,31,95,3786,3786
12:03:51,LCD,0.5,31,95,2976,2976
12:03:51,LCD,0.5,31,95,257,257
12:03:52,LCD,0.5,31,95,9064,9064
12:03:52,LCD,0.5,31,95,4658,4658
12:03:53,LCD,0.5,31,95,4183,4183
12:03:53,LCD,0.5,31,95,9640,9640
12:03:54,LCD,0.5,31,95,1098,1098
12:03:55,LCD,0.5,31,95,6329,6329
12:03:55,LCD,0.5,31,95,1465,1465
12:03:56,LCD,0.5,31,95,491,491
12:03:56,LCD,0.5,31,95,4539,4539
12:03:57,LCD,0.5,31,95,3966,3966
12:03:57,LCD,0.5,31,95,5110,5110
12:03:58,LCD,0.5,31,95,2554,2554
12:03:59,LCD,0.5,31,95,3814,3814
12:03:59,LCD,0.5,31,95,4432,4432
12:04:00,LCD,0.5,31,95,2795,2795
12:04:00,LCD,0.5,31,95,7998,7998
12:04:01,LCD,0.5,31,95,4209,4209
12:04:01,LCD,0.5,31,95,383,383
12:04:02,LCD,0.5,31,95,9229,9229
12:04:03,LCD,0.5,31,95,390,390
12:04:03,LCD,0.5,31,95,2071,2071
12:04:04,LCD,0.5,31,95,7142,7142
12:04:04,LCD,0.5,31,95,6454,6454
12:04:05,LCD,0.5,31,95,5563,5563
12:04:05,LCD,0.5,31,95,3052,3052
12:04:06,LCD,0.5,31,95,3440,3440
12:04:07,LCD,0.5,31,95,4330,4330
12:04:07,LCD,0.5,31,95,8304,8304
12:04:08,LCD,0.5,31,95,1237,1237
12:04:08,LCD,0.5,31,95,3329,3329
12:04:09,LCD,0.5,31,95,6628,6628
12:04:09,LCD,0.5,31,95,196,196
12:04:10,LCD,0.5,31,95,3504,3504
12:04:11,LCD,0.5,31,95,3228,3228
12:04:11,LCD,0.5,31,95,6902,6902
12:04:12,LCD,0.5,31,95,4949,4949
12:04:12,LCD,0.5,31,95,8724,8724
12:04:13,LCD,0.5,31,95,5808,5808
12:04:13,LCD,0.5,31,95,9244,9244
12:04:14,LCD,0.5,31,95,2522,2522
12:04:14,LCD,0.5,31,95,1508,1508
12:04:15,LCD,0.5,31,95,4579,4579
12:04:16,LCD,0.5,31,95,8917,8917
12:04:16,LCD,0.5,31,95,4179,4179
12:04:17,LCD,0.5,31,95,8571,8571
12:04:17,LCD,0.5,31,95,5560,5560
12:04:18,LCD,0.5,31,95,7858,7858
12:04:18,LCD,0.5,31,95,9155,9155
12:04:19,LCD,0.5,31,95,386,386
12:04:20,LCD,0.5,31,95,944,944
12:04:20,LCD,0.5,31,95,4904,4904
12:04:21,LCD,0.5,31,95,6727,6727
12:04:21,LCD,0.5,31,95,4998,4998
12:04:22,LCD,0.5,31,95,7009,7009
12:04:23,LCD,0.5,31,95,4625,4625
12:04:23,LCD,0.5,31,95,8361,8361
12:04:24,LCD,0.5,31,95,2776,2776
12:04:24,LCD,0.5,31,95,83,83
12:04:25,LCD,0.5,31,95,5269,5269
12:04:25,LCD,0.5,31,95,4920,4920
12:04:26,LCD,0.5,31,95,7738,7738
12:04:26,LCD,0.5,31,95,5088,5088
12:04:27,LCD,0.5,31,95,7937,7937
12:04:28,LCD,0.5,31,95,6799,6799
12:04:28,LCD,0.5,31,95,3744,3744
12:04:29,LCD,0.5,31,95,257,257
12:04:29,LCD,0.5,31,95,6188,6188
12:04:30,LCD,0.5,31,95,3370,3370
12:04:31,LCD,0.5,31,95,2577,2577
12:04:32,LCD,0.5,31,94,6821,6821
12:04:33,LCD,0.5,31,94,1676,1676
12:04:33,LCD,0.5,31,94,5057,5057
12:04:34,LCD,0.5,31,94,4189,4189
12:04:34,LCD,0.5,31,94,7018,7018
12:04:35,LCD,0.5,31,94,3734,3734
12:04:36,LCD,0.5,31,94,5490,5490
12:04:36,LCD,0.5,31,94,2294,2294
12:04:37,LCD,0.5,31,94,7198,7198
12:04:37,LCD,0.5,31,94,478,478
12:04:38,LCD,0.5,31,94,5453,5453
12:04:38,LCD,0.5,31,94,5818,5818
12:04:39,LCD,0.5,31,94,4460,4460
12:04:40,LCD,0.5,31,94,6600,6600
