TIME,MODE,SPEED,VALUE,TEMPERATURE,HUMIDITY
21:18:27,LCD,1,4618,30,98
21:18:28,LCD,1,8058,30,98
21:18:29,LCD,1,7943,30,98
21:18:30,LCD,1,9385,30,98
21:18:31,LCD,1,2294,30,98
21:18:32,LCD,1,5102,30,98
21:18:33,LCD,1,1195,30,98
21:18:34,LCD,1,5997,30,98
21:18:35,LCD,1,2160,30,98
21:18:36,LCD,1,5594,30,98
21:18:37,LCD,1,5722,30,98
21:18:38,LCD,1,9388,30,98
21:18:39,LCD,1,9633,30,98
21:18:41,LCD,1,3058,30,98
21:18:42,LCD,1,3246,30,98
21:18:43,LCD,1,3290,30,98
21:18:44,LCD,1,2436,30,98
21:18:45,LCD,1,6800,30,98
21:18:46,LCD,1,9172,30,98
21:18:47,LCD,1,9692,30,98
21:18:48,LCD,1,5383,30,98
21:18:49,LCD,1,9583,30,98
21:18:50,LCD,1,2253,30,98
21:18:51,LCD,1,2983,30,98
21:18:52,LCD,1,7038,30,98
21:18:53,LCD,1,5865,30,98
21:18:54,LCD,1,107,30,98
21:18:56,LCD,1,2158,30,98
21:18:57,LCD,1,9938,30,98
21:18:58,LCD,1,6914,30,98
21:18:59,LCD,1,3242,30,98
21:19:00,LCD,1,8052,30,98
21:19:01,LCD,1,3062,30,98
21:19:02,LCD,1,9914,30,98
21:19:03,LCD,1,3916,30,98
21:19:04,LCD,1,7,30,98
21:19:05,LCD,1,2936,30,98
21:19:06,LCD,1,7894,30,98
21:22:06,LCD,1,6758,30,98
21:22:06,LCD,1,6758,30,98
21:22:06,LCD,1,6758,30,98
21:22:06,LCD,1,6758,30,98
21:22:06,LCD,1,6758,30,98
21:22:07,LCD,1,7476,30,98
21:22:08,LCD,1,4677,30,98
21:22:09,LCD,1,4388,30,98
21:22:10,LCD,1,2809,30,98
21:22:11,LCD,1,5314,30,98
21:22:12,LCD,1,9485,30,98
21:22:14,LCD,1,5850,30,98
21:22:15,LCD,1,9875,30,98
21:22:16,LCD,1,5964,30,98
21:22:17,LCD,1,6720,30,98
21:22:18,LCD,1,5328,30,98
21:22:19,LCD,1,6476,30,98
21:22:20,LCD,1,7102,30,98
21:22:21,LCD,1,1587,30,98
21:22:22,LCD,1,3668,30,98
21:22:23,LCD,1,2736,30,98
21:22:24,LCD,1,8353,30,98
21:22:25,LCD,1,7644,30,98
21:22:26,LCD,1,9940,30,98
21:22:28,LCD,1,3262,30,98
21:22:29,LCD,1,8213,30,98
21:22:30,LCD,1,7569,30,98
21:22:31,LCD,1,3073,30,98
21:22:32,LCD,1,2185,30,98
21:22:33,LCD,1,9686,30,98
21:22:34,LCD,1,1492,30,98
21:22:35,LCD,1,7853,30,98
21:22:36,LCD,1,7,30,98
21:22:37,LCD,1,6813,30,98
21:22:38,LCD,1,3247,30,98
21:22:39,LCD,1,2812,30,98
21:22:40,LCD,1,1107,30,98
21:22:41,LCD,1,4096,30,98
21:22:43,LCD,1,9270,30,98
21:22:44,LCD,1,9490,30,98
21:22:45,LCD,1,9200,30,98
21:22:46,LCD,1,1764,30,98
21:22:47,LCD,1,5103,30,98
21:22:48,LCD,1,8530,30,98
21:22:49,LCD,1,6406,30,98
21:22:50,LCD,1,16,30,98
21:22:51,LCD,1,6016,30,98
21:22:52,LCD,1,6776,30,98
21:22:53,LCD,1,00,30,98
21:22:54,LCD,1,9764,30,98
21:22:55,LCD,1,5403,30,98
21:22:56,LCD,1,3504,30,98
21:22:58,LCD,1,2110,30,98
21:22:59,LCD,1,1171,30,98
21:23:00,LCD,1,3932,30,98
21:23:01,LCD,1,3668,30,98
21:23:03,LCD,1,1076,30,94
21:23:04,LCD,1,9720,30,94
21:23:05,LCD,1,6089,30,94
21:23:06,LCD,1,7749,30,94
21:23:07,LCD,1,5930,30,94
21:23:08,LCD,1,9753,30,94
21:23:09,LCD,1,5786,30,94
21:23:10,LCD,1,1092,30,94
21:23:11,LCD,1,5514,30,94
21:23:13,LCD,1,4578,30,94
21:23:14,LCD,1,7923,30,94
21:23:15,LCD,1,1148,30,94
21:23:16,LCD,1,8616,30,94
21:23:17,LCD,1,5199,30,94
21:23:18,LCD,1,2895,30,94
21:23:19,LCD,1,8185,30,94
21:23:20,LCD,1,4007,30,94
21:23:21,LCD,1,9319,30,94
21:23:22,LCD,1,3177,30,94
21:23:23,LCD,1,2965,30,94
21:23:24,LCD,1,1584,30,94
21:23:25,LCD,1,8628,30,94
21:23:27,LCD,1,9703,30,94
21:23:28,LCD,1,3564,30,94
21:23:29,LCD,1,3817,30,94
21:23:30,LCD,1,6713,30,94
21:23:31,LCD,1,6635,30,94
21:23:32,LCD,1,3185,30,94
21:23:33,LCD,1,1095,30,94
21:23:34,LCD,1,7285,30,94
21:23:35,LCD,1,6856,30,94
21:23:36,LCD,1,3240,30,94
21:23:37,LCD,1,8429,30,94
21:23:38,LCD,1,1968,30,94
21:23:39,LCD,1,8582,30,94
21:23:40,LCD,1,9952,30,94
21:23:42,LCD,1,8484,30,94
21:23:43,LCD,1,6462,30,94
21:23:44,LCD,1,3747,30,94
21:23:45,LCD,1,6156,30,94
21:23:46,LCD,1,7389,30,94
21:23:47,LCD,1,6842,30,94
21:23:48,LCD,1,8227,30,94
21:23:49,LCD,1,8375,30,94
21:23:50,LCD,1,1289,30,94
21:23:51,LCD,1,4510,30,94
21:23:52,LCD,1,2727,30,94
21:23:53,LCD,1,3722,30,94
21:23:54,LCD,1,2552,30,94
21:23:56,LCD,1,8979,30,94
21:23:57,LCD,1,5010,30,94
21:23:58,LCD,1,4027,30,94
21:23:59,LCD,1,5612,30,94
21:24:00,LCD,1,5018,30,94
21:24:01,LCD,1,1606,30,94
21:24:03,LCD,1,9482,30,94
21:24:04,LCD,1,6249,30,94
21:24:05,LCD,1,3168,30,94
21:24:06,LCD,1,7868,30,94
21:24:07,LCD,1,1798,30,94
21:24:08,LCD,1,9323,30,94
21:24:09,LCD,1,3650,30,94
21:24:11,LCD,1,9695,30,94
21:24:12,LCD,1,7343,30,94
21:24:13,LCD,1,1643,30,94
21:24:14,LCD,1,3300,30,94
21:24:15,LCD,1,5089,30,94
21:24:16,LCD,1,6663,30,94
21:24:17,LCD,1,4608,30,94
21:24:18,LCD,1,1250,30,94
21:24:19,LCD,1,3036,30,94
21:24:20,LCD,1,8990,30,94
21:24:21,LCD,1,4929,30,94
21:24:22,LCD,1,1655,30,94
21:24:23,LCD,1,4250,30,94
21:24:24,LCD,1,2218,30,94
21:24:26,LCD,1,4077,30,94
21:24:27,LCD,1,9735,30,94
21:24:28,LCD,1,9009,30,94
21:24:29,LCD,1,6118,30,94
21:24:30,LCD,1,6465,30,94
21:24:31,LCD,1,4365,30,94
21:24:32,LCD,1,8348,30,94
21:24:33,LCD,1,7,30,94
21:24:34,LCD,1,7965,30,94
21:24:35,LCD,1,3446,30,94
21:24:36,LCD,1,1199,30,94
21:24:37,LCD,1,9022,30,94
21:24:38,LCD,1,8743,30,94
21:24:40,LCD,1,9892,30,94
21:24:41,LCD,1,9383,30,94
21:24:42,LCD,1,2006,30,94
21:24:43,LCD,1,1239,30,94
21:24:44,LCD,1,5353,30,94
21:24:45,LCD,1,1494,30,94
21:24:46,LCD,1,7058,30,94
21:24:47,LCD,1,5184,30,94
21:24:48,LCD,1,9256,30,94
21:24:49,LCD,1,789,30,94
21:24:50,LCD,1,6258,30,94
21:24:51,LCD,1,5698,30,94
21:24:52,LCD,1,4079,30,94
21:24:54,LCD,1,2285,30,94
21:24:55,LCD,1,3456,30,94
21:24:56,LCD,1,9506,30,94
21:24:57,LCD,1,6553,30,94
21:24:58,LCD,1,8245,30,94
21:24:59,LCD,1,2545,30,94
21:25:00,LCD,1,6347,30,94
21:25:01,LCD,1,4943,30,94
21:25:03,LCD,1,3194,30,94
21:25:04,LCD,1,6208,30,94
21:25:05,LCD,1,7048,30,94
21:25:06,LCD,1,1222,30,94
21:25:07,LCD,1,4627,30,94
21:25:08,LCD,1,2243,30,94
21:25:10,LCD,1,16,30,94
